Tarih,Aşama,Kanal,Özet,Telegram’a Gönderildi mi?,Prompt Tokens,Completion Tokens,Toplam Tokens
2025-06-03 17:08,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 17:13,Final,ww3media,"🚨İsrail medyası: 

Şucaiyye operasyonunda yaralanan askerler hastanelere kaldırıldı.

Hava Kuvvetler",Evet,181,51,232
2025-06-03 17:14,Final,ww3media,"🔴Londra'da billboardlara Gazze’den 7 yaşındaki bir çocuğun mesajı yansıtıldı: “Başbakan, ölmek istem",Evet,144,39,183
2025-06-03 17:14,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 17:14,Translate & Filter,ateobreaking,"""АвтоВАЗ"" прогнозирует снижение продаж в июне на 30-35% в годовом выражении, сообщил представитель к",Hayır,137,2,139
2025-06-03 17:19,Final,ateobreaking,"🇰🇷 Занявший второе место кандидат в президенты Южной Кореи Ким Мун Су признал поражение, передает те",Evet,144,36,180
2025-06-03 17:19,Translate & Filter,ateobreaking,"**При сильной жаре рабочий день должен сокращаться на 4 часа без потерь в зарплате, **— юристы.

Есл",Hayır,228,2,230
2025-06-03 17:25,Final,ww3media,"🔴Rus Ordusu FAB-500s bombalarıyla, Ukrayna Ordusunun 117. Motorize Tugayı'na ait hava savunma sistem",Evet,146,33,179
2025-06-03 17:25,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 17:30,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 17:35,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 17:40,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 17:45,Final,ateobreaking,"Трамп сохраняет позитивный настрой относительно войны в Украине, сообщили в Белом доме",Evet,126,26,152
2025-06-03 17:45,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 17:51,Final,ateobreaking,**Президент США Дональд Трамп не был заранее проинформирован об** атаках дронами на объекты на терри,Evet,145,33,178
2025-06-03 17:51,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 17:56,Final,ww3media,"🚨İsrail medyası: 

Gazze'nin Şucaiyye semtinde bir İsrail askeri öldü, çok sayıda asker yaralandı.",Evet,146,33,179
2025-06-03 17:57,Final,ww3media,"🚨Beyaz Saray: 

Witkoff, İran'a nükleer anlaşmayla ilgili detaylı bir teklif gönderdi ve Başkan Trum",Evet,171,54,225
2025-06-03 17:57,Translate & Filter,ww3media,"🚨Numan Kurtulmuş, yeniden TBMM Başkanı seçildi.",Hayır,124,2,126
2025-06-03 17:57,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 18:02,Translate & Filter,ww3media,"🚨Numan Kurtulmuş, yeniden TBMM Başkanı seçildi.",Hayır,124,2,126
2025-06-03 18:02,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 18:07,Final,conflict_tr,"🔴 Kanada'nın eski Yunanistan Büyükelçisi Chrysanthopoulos:

▪ Hint Okyanusu, Akdeniz ve Ege Denizi'n",Evet,173,57,230
2025-06-03 18:08,Final,ww3media,"🔴İran Cumhurbaşkanı Mesud Pezeşkiyan:

Amerika ve İsrail ülkemizde iç çatışma ve bölünme yaratmaya ç",Evet,156,48,204
2025-06-03 18:08,Final,ateobreaking,**Президент США Дональд Трамп не был заранее проинформирован об атаках дронами на объекты на террито,Evet,145,34,179
2025-06-03 18:08,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 18:13,Final,ww3media,🔴Liberal aday Lee Jae-myung Güney Kore'deki başkanlık seçimlerini kazandı.,Evet,132,31,163
2025-06-03 18:14,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 18:19,Final,ww3media,"🔴Beyaz Saray: 

İsrail ordusunun Gazze'deki yardım alanlarına ateş açtığına dair haberlerin farkında",Evet,145,31,176
2025-06-03 18:19,Translate & Filter,ateobreaking,Трамп планирует запустить свой криптокошелек и крипто-торговое приложение. Его криптовалюта на этих ,Hayır,147,2,149
2025-06-03 18:24,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 18:24,Final,ateobreaking,"**Произошли кадровые изменения в командовании ВСУ**

📌Главком Сухопутных войск ВСУ Михаил Драпатый н",Evet,227,69,296
2025-06-03 18:30,Translate & Filter,conflict_tr,🔴 Himalaya dağlarında nöbet tutan bir Çin askeri,Hayır,124,2,126
2025-06-03 18:30,Final,conflict_tr,"🚨 Kassam Tugayları, Gazze'nin doğusundaki Şucaiyye bölgesinde 1 İsrail askerini öldürdü.",Evet,142,34,176
2025-06-03 18:30,Final,ww3media,"🚨Dışişleri Bakanı Hakan Fidan:

DEAŞ ile mücadelede 5'li mekanizma devrede 

ABD, Ürdün, Suriye ve I",Evet,156,46,202
2025-06-03 18:31,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 18:36,Translate & Filter,conflict_tr,🔴 Himalaya dağlarında nöbet tutan bir Çin askeri,Hayır,124,2,126
2025-06-03 18:36,Final,ww3media,"🔴Dışişleri Bakanı Hakan Fidan:

Trump, Putin ve Zelenski'nin aynı anda itimat ettiği Cumhurbaşkanı E",Evet,145,40,185
2025-06-03 18:36,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 18:41,Translate & Filter,conflict_tr,🔴 Himalaya dağlarında nöbet tutan bir Çin askeri,Hayır,124,2,126
2025-06-03 18:41,Final,ww3media,"🔴Dışişleri Bakanı Hakan Fidan:

""Gazze'ye insanı yardımın girmesi elzem

Netanyahu hükümlerine baskı",Evet,156,44,200
2025-06-03 18:42,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 18:47,Translate & Filter,conflict_tr,🔴 Himalaya dağlarında nöbet tutan bir Çin askeri,Hayır,124,2,126
2025-06-03 18:47,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 19:37,Final,conflict_tr,"🚨 İsrail Ordusu, topçu atışı ile Suriye'nin Dera kırsalını vuruyor.",Evet,133,25,158
2025-06-03 19:37,Final,conflict_tr,🚨 Yemen'den İsrail'e balistik füze ateşlendi.,Evet,126,21,147
2025-06-03 19:37,Final,conflict_tr,"🚨 İsrail savaş uçakları Suriye hava sahasına giriş yaptı. 

▪️Suriye'den Golan Tepeleri'ne 2 Grad ro",Evet,149,33,182
2025-06-03 19:38,Final,conflict_tr,"🚨 Suriye'den Golan Tepeleri'ndeki İsrail hedeflerine roket ateşlendi. 

▪️Bölgedeki yerleşim birimle",Evet,157,31,188
2025-06-03 19:38,Final,ww3media,"🚨İsrail Demokratlar Partisi Lideri Yair Golan: 

""Milyonlarca İsrailli Netanyahu ve Katz yüzünden sı",Evet,148,38,186
2025-06-03 19:39,Final,ww3media,"🚨Husiler, Yemen’den İsrail’e balistik füze saldırısı düzenliyor.",Evet,130,24,154
2025-06-03 19:39,Final,ww3media,"🚨İsrail Ordu Radyosu:

Suriye'den Golan Tepeleri'ne iki roket atıldı.",Evet,136,27,163
2025-06-03 19:39,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 19:45,Final,conflict_tr,🚨 Yemen'den ateşlenen balistik füze nedeniyle İsrail'de Ben Gurion Havaalanı geçici olarak kapatıldı,Evet,140,22,162
2025-06-03 19:45,Final,conflict_tr,"🚨 İsrail Ordusu, Suriye'nin Yarmuk havzasını topçu atışı ile vuruyor.",Evet,133,26,159
2025-06-03 19:45,Final,conflict_tr,🔴 Yemen'den ateşlenen balistik füze İsrail üzerinde imha edildi.,Evet,128,23,151
2025-06-03 19:46,Final,ww3media,"🚨İsrail topçu birlikleri, Suriye'nin Dera kırsalının batısındaki Yermuk Havzası bölgesini yoğun şeki",Evet,145,30,175
2025-06-03 19:46,Final,ateobreaking,В Курской области работает ПВО,Evet,116,19,135
2025-06-03 19:46,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 19:52,Final,ww3media,"🚨İsrail Savunma Bakanı Israel Katz:

""İsrail Devleti'ne yönelik her tehdit ve saldırıdan doğrudan Su",Evet,182,54,236
2025-06-03 19:52,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 19:57,Final,conflict_tr,🚨 Suriye'den İsrail işgalindeki Golan Tepeleri'ne ateşlenen roketleri Şehit Muhammed Deif Tugayları ,Evet,146,32,178
2025-06-03 19:58,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 20:03,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 20:30,Final,ww3media,"🔴Şehit Muhammed Deif Tugayları:

Golan Tepeleri'ne füze saldırısı düzenleyerek İsrail güçlerini vurd",Evet,142,33,175
2025-06-03 20:30,Translate & Filter,ateobreaking,"**Маск назвал ""мерзостью"" ""Единый, большой, красивый"" законопроект Трампа, предполагающий сокращение",Hayır,192,2,194
2025-06-03 21:20,Final,conflict_tr,"🔴 ABD Başkanı Trump, Cuma günü Çin Devlet Başkanı Xi Jinping ile ticaret görüşmeleri yapacak.",Evet,132,28,160
2025-06-03 21:21,Final,conflict_tr,"🔴 Şehit Muhammed Deif Tugayları: 

▪️İsrail işgaline karşı yürüttüğümüz operasyonlar Gazze'deki katl",Evet,178,56,234
2025-06-03 21:21,Final,ww3media,"🚨Husi Askeri Sözücüsü:

Tel Aviv’deki Ben Gurion havaalanını ‘Filistin-2’ balistik füzesiyle vurduk.",Evet,146,37,183
